Unnamed: 0,fighter_a_name,fighter_b_name,fighter_a_record,fighter_a_height,fighter_a_weight,fighter_a_reach,fighter_a_stance,fighter_a_dob,fighter_b_record,fighter_b_height,fighter_b_weight,fighter_b_reach,fighter_b_stance,fighter_b_dob,date,location,weight_class,victory_method,final_round,finish_time,number_of_rounds,winner,fighter_a_kd,fighter_b_kd,fighter_a_sig_str_landed,fighter_a_sig_str_attempted,fighter_b_sig_str_landed,fighter_b_sig_str_attempted,fighter_a_sig_str_pct,fighter_b_sig_str_pct,fighter_a_total_str_landed,fighter_a_total_str_attempted,fighter_b_total_str_landed,fighter_b_total_str_attempted,fighter_a_td_landed,fighter_a_td_attempted,fighter_b_td_landed,fighter_b_td_attempted,fighter_a_td_pct,fighter_b_td_pct,fighter_a_sub_att,fighter_b_sub_att,fighter_a_rev,fighter_b_rev,fighter_a_ctrl_seconds,fighter_b_ctrl_seconds,fighter_a_kd_01,fighter_b_kd_01,fighter_a_sig_str_landed_01,fighter_a_sig_str_attempted_01,fighter_b_sig_str_landed_01,fighter_b_sig_str_attempted_01,fighter_a_sig_str_pct_01,fighter_b_sig_str_pct_01,fighter_a_total_str_landed_01,fighter_a_total_str_attempted_01,fighter_b_total_str_landed_01,fighter_b_total_str_attempted_01,fighter_a_td_landed_01,fighter_a_td_attempted_01,fighter_b_td_landed_01,fighter_b_td_attempted_01,fighter_a_td_pct_01,fighter_b_td_pct_01,fighter_a_sub_att_01,fighter_b_sub_att_01,fighter_a_rev_01,fighter_b_rev_01,fighter_a_ctrl_seconds_01,fighter_b_ctrl_seconds_01,fighter_a_kd_02,fighter_b_kd_02,fighter_a_sig_str_landed_02,fighter_a_sig_str_attempted_02,fighter_b_sig_str_landed_02,fighter_b_sig_str_attempted_02,fighter_a_sig_str_pct_02,fighter_b_sig_str_pct_02,fighter_a_total_str_landed_02,fighter_a_total_str_attempted_02,fighter_b_total_str_landed_02,fighter_b_total_str_attempted_02,fighter_a_td_landed_02,fighter_a_td_attempted_02,fighter_b_td_landed_02,fighter_b_td_attempted_02,fighter_a_td_pct_02,fighter_b_td_pct_02,fighter_a_sub_att_02,fighter_b_sub_att_02,fighter_a_rev_02,fighter_b_rev_02,fighter_a_ctrl_seconds_02,fighter_b_ctrl_seconds_02,fighter_a_kd_03,fighter_b_kd_03,fighter_a_sig_str_landed_03,fighter_a_sig_str_attempted_03,fighter_b_sig_str_landed_03,fighter_b_sig_str_attempted_03,fighter_a_sig_str_pct_03,fighter_b_sig_str_pct_03,fighter_a_total_str_landed_03,fighter_a_total_str_attempted_03,fighter_b_total_str_landed_03,fighter_b_total_str_attempted_03,fighter_a_td_landed_03,fighter_a_td_attempted_03,fighter_b_td_landed_03,fighter_b_td_attempted_03,fighter_a_td_pct_03,fighter_b_td_pct_03,fighter_a_sub_att_03,fighter_b_sub_att_03,fighter_a_rev_03,fighter_b_rev_03,fighter_a_ctrl_seconds_03,fighter_b_ctrl_seconds_03,fighter_a_kd_04,fighter_b_kd_04,fighter_a_sig_str_landed_04,fighter_a_sig_str_attempted_04,fighter_b_sig_str_landed_04,fighter_b_sig_str_attempted_04,fighter_a_sig_str_pct_04,fighter_b_sig_str_pct_04,fighter_a_total_str_landed_04,fighter_a_total_str_attempted_04,fighter_b_total_str_landed_04,fighter_b_total_str_attempted_04,fighter_a_td_landed_04,fighter_a_td_attempted_04,fighter_b_td_landed_04,fighter_b_td_attempted_04,fighter_a_td_pct_04,fighter_b_td_pct_04,fighter_a_sub_att_04,fighter_b_sub_att_04,fighter_a_rev_04,fighter_b_rev_04,fighter_a_ctrl_seconds_04,fighter_b_ctrl_seconds_04,fighter_a_head_landed,fighter_a_head_attempted,fighter_b_head_landed,fighter_b_head_attempted,fighter_a_body_landed,fighter_a_body_attempted,fighter_b_body_landed,fighter_b_body_attempted,fighter_a_leg_landed,fighter_a_leg_attempted,fighter_b_leg_landed,fighter_b_leg_attempted,fighter_a_distance_landed,fighter_a_distance_attempted,fighter_b_distance_landed,fighter_b_distance_attempted,fighter_a_clinch_landed,fighter_a_clinch_attempted,fighter_b_clinch_landed,fighter_b_clinch_attempted,fighter_a_ground_landed,fighter_a_ground_attempted,fighter_b_ground_landed,fighter_b_ground_attempted,fighter_a_head_landed_01,fighter_a_head_attempted_01,fighter_b_head_landed_01,fighter_b_head_attempted_01,fighter_a_body_landed_01,fighter_a_body_attempted_01,fighter_b_body_landed_01,fighter_b_body_attempted_01,fighter_a_leg_landed_01,fighter_a_leg_attempted_01,fighter_b_leg_landed_01,fighter_b_leg_attempted_01,fighter_a_distance_landed_01,fighter_a_distance_attempted_01,fighter_b_distance_landed_01,fighter_b_distance_attempted_01,fighter_a_clinch_landed_01,fighter_a_clinch_attempted_01,fighter_b_clinch_landed_01,fighter_b_clinch_attempted_01,fighter_a_ground_landed_01,fighter_a_ground_attempted_01,fighter_b_ground_landed_01,fighter_b_ground_attempted_01,fighter_a_head_landed_02,fighter_a_head_attempted_02,fighter_b_head_landed_02,fighter_b_head_attempted_02,fighter_a_body_landed_02,fighter_a_body_attempted_02,fighter_b_body_landed_02,fighter_b_body_attempted_02,fighter_a_leg_landed_02,fighter_a_leg_attempted_02,fighter_b_leg_landed_02,fighter_b_leg_attempted_02,fighter_a_distance_landed_02,fighter_a_distance_attempted_02,fighter_b_distance_landed_02,fighter_b_distance_attempted_02,fighter_a_clinch_landed_02,fighter_a_clinch_attempted_02,fighter_b_clinch_landed_02,fighter_b_clinch_attempted_02,fighter_a_ground_landed_02,fighter_a_ground_attempted_02,fighter_b_ground_landed_02,fighter_b_ground_attempted_02,fighter_a_head_landed_03,fighter_a_head_attempted_03,fighter_b_head_landed_03,fighter_b_head_attempted_03,fighter_a_body_landed_03,fighter_a_body_attempted_03,fighter_b_body_landed_03,fighter_b_body_attempted_03,fighter_a_leg_landed_03,fighter_a_leg_attempted_03,fighter_b_leg_landed_03,fighter_b_leg_attempted_03,fighter_a_distance_landed_03,fighter_a_distance_attempted_03,fighter_b_distance_landed_03,fighter_b_distance_attempted_03,fighter_a_clinch_landed_03,fighter_a_clinch_attempted_03,fighter_b_clinch_landed_03,fighter_b_clinch_attempted_03,fighter_a_ground_landed_03,fighter_a_ground_attempted_03,fighter_b_ground_landed_03,fighter_b_ground_attempted_03,fighter_a_head_landed_04,fighter_a_head_attempted_04,fighter_b_head_landed_04,fighter_b_head_attempted_04,fighter_a_body_landed_04,fighter_a_body_attempted_04,fighter_b_body_landed_04,fighter_b_body_attempted_04,fighter_a_leg_landed_04,fighter_a_leg_attempted_04,fighter_b_leg_landed_04,fighter_b_leg_attempted_04,fighter_a_distance_landed_04,fighter_a_distance_attempted_04,fighter_b_distance_landed_04,fighter_b_distance_attempted_04,fighter_a_clinch_landed_04,fighter_a_clinch_attempted_04,fighter_b_clinch_landed_04,fighter_b_clinch_attempted_04,fighter_a_ground_landed_04,fighter_a_ground_attempted_04,fighter_b_ground_landed_04,fighter_b_ground_attempted_04,fighter_a_kd_05,fighter_b_kd_05,fighter_a_sig_str_landed_05,fighter_a_sig_str_attempted_05,fighter_b_sig_str_landed_05,fighter_b_sig_str_attempted_05,fighter_a_sig_str_pct_05,fighter_b_sig_str_pct_05,fighter_a_total_str_landed_05,fighter_a_total_str_attempted_05,fighter_b_total_str_landed_05,fighter_b_total_str_attempted_05,fighter_a_td_landed_05,fighter_a_td_attempted_05,fighter_b_td_landed_05,fighter_b_td_attempted_05,fighter_a_td_pct_05,fighter_b_td_pct_05,fighter_a_sub_att_05,fighter_b_sub_att_05,fighter_a_rev_05,fighter_b_rev_05,fighter_a_ctrl_seconds_05,fighter_b_ctrl_seconds_05,fighter_a_head_landed_05,fighter_a_head_attempted_05,fighter_b_head_landed_05,fighter_b_head_attempted_05,fighter_a_body_landed_05,fighter_a_body_attempted_05,fighter_b_body_landed_05,fighter_b_body_attempted_05,fighter_a_leg_landed_05,fighter_a_leg_attempted_05,fighter_b_leg_landed_05,fighter_b_leg_attempted_05,fighter_a_distance_landed_05,fighter_a_distance_attempted_05,fighter_b_distance_landed_05,fighter_b_distance_attempted_05,fighter_a_clinch_landed_05,fighter_a_clinch_attempted_05,fighter_b_clinch_landed_05,fighter_b_clinch_attempted_05,fighter_a_ground_landed_05,fighter_a_ground_attempted_05,fighter_b_ground_landed_05,fighter_b_ground_attempted_05,fighter_a_Bantamweight_rank,fighter_b_Bantamweight_rank,fighter_a_Featherweight_rank,fighter_b_Featherweight_rank,fighter_a_Flyweight_rank,fighter_b_Flyweight_rank,fighter_a_Heavyweight_rank,fighter_b_Heavyweight_rank,fighter_a_Light_Heavyweight_rank,fighter_b_Light_Heavyweight_rank,fighter_a_Lightweight_rank,fighter_b_Lightweight_rank,fighter_a_Mens_Pound_for_Pound_rank,fighter_b_Mens_Pound_for_Pound_rank,fighter_a_Middleweight_rank,fighter_b_Middleweight_rank,fighter_a_Pound_for_Pound_rank,fighter_b_Pound_for_Pound_rank,fighter_a_Welterweight_rank,fighter_b_Welterweight_rank,fighter_a_Womens_Bantamweight_rank,fighter_b_Womens_Bantamweight_rank,fighter_a_Womens_Featherweight_rank,fighter_b_Womens_Featherweight_rank,fighter_a_Womens_Flyweight_rank,fighter_b_Womens_Flyweight_rank,fighter_a_Womens_Pound_for_Pound_rank,fighter_b_Womens_Pound_for_Pound_rank,fighter_a_Womens_Strawweight_rank,fighter_b_Womens_Strawweight_rank,fighter_a_fight_weight_rank,fighter_b_fight_weight_rank,better_ranked_fighter,fighter_a_other_rankings,fighter_b_other_rankings,fighter_a_best_other_rank,fighter_b_best_other_rank
53,Nate Landwehr,Morgan Charriere,18-7-0,69.0,145,72.0,Orthodox,06/06/1988,21-11-1,68.0,145,69.0,Orthodox,26/10/1995,2025-07-12,"Nashville, Tennessee, USA",Featherweight,KO/TKO,3,0:27,3,b,0,1,63,155,67,131,40.0,51.0,65,158,67,131,0,0,2,5,0.0,40.0,0,0,0,0,22,63,0,0,18,46,27,43,39.0,62.0,20,49,27,43,0,0,2,5,0.0,40.0,0,0,0,0,22,61,0.0,0.0,43.0,103.0,33.0,64.0,41.0,51.0,43.0,103.0,33.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,7.0,24.0,33.0,29.0,2.0,6.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,54,142,41,100,7,9,12,14,2,4,14,17,63,153,64,124,0,2,2,3,0,0,1,4,14,40,14,29,3,3,3,3,1,3,10,11,18,45,25,41,0,1,2,2,0,0,0,0,38.0,96.0,20.0,47.0,4.0,6.0,9.0,11.0,1.0,1.0,4.0,6.0,43.0,102.0,33.0,61.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
54,Vitor Petrino,Austen Lane,12-2-0,74.0,205,77.0,Orthodox,28/08/1997,13-7-0,78.0,245,80.0,Orthodox,09/11/1987,2025-07-12,"Nashville, Tennessee, USA",Heavyweight,Submission,1,4:16,3,a,0,0,3,6,3,4,50.0,75.0,17,22,3,4,1,1,0,0,100.0,0.0,2,0,0,0,183,0,0,0,3,6,3,4,50.0,75.0,17,22,3,4,1,1,0,0,100.0,0.0,2,0,0,0,183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,0,1,2,1,2,2,2,1,2,3,4,0,0,0,0,2,4,0,0,2,4,0,0,0,0,1,2,1,2,2,2,1,2,3,4,0,0,0,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,1,0,15,16
55,Tuco Tokkos,Junior Tafa,11-5-0,76.0,205,76.0,Orthodox,30/06/1990,6-4-0,75.0,205,75.0,Orthodox,21/09/1996,2025-07-12,"Nashville, Tennessee, USA",Light,Submission,2,4:25,3,a,0,0,24,38,11,22,63.0,50.0,25,39,31,57,0,0,5,9,0.0,55.0,0,1,1,0,27,471,0,0,16,23,6,9,69.0,66.0,17,24,14,19,0,0,4,6,0.0,66.0,0,0,1,0,12,254,0.0,0.0,8.0,15.0,5.0,13.0,53.0,38.0,8.0,15.0,17.0,38.0,0.0,0.0,1.0,3.0,0.0,33.0,0.0,1.0,0.0,0.0,15.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,35,7,17,3,3,0,1,0,0,4,4,6,14,4,9,10,10,0,0,8,14,7,13,15,22,3,6,1,1,0,0,0,0,3,3,1,5,3,4,8,8,0,0,7,10,3,5,6.0,13.0,4.0,11.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,9.0,1.0,5.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,0,0,16,16
56,Chris Curtis,Max Griffin,32-12-0,70.0,170,75.0,Orthodox,15/07/1987,20-12-0,71.0,170,76.0,Orthodox,29/11/1985,2025-07-12,"Nashville, Tennessee, USA",Welterweight,Decision - Split,3,5:00,3,a,0,0,59,178,64,155,33.0,41.0,63,185,71,162,0,0,0,1,0.0,0.0,0,0,0,0,63,14,0,0,21,48,8,32,43.0,25.0,22,51,11,35,0,0,0,0,0.0,0.0,0,0,0,0,34,0,0.0,0.0,17.0,58.0,21.0,52.0,29.0,40.0,19.0,61.0,23.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,0.0,21.0,72.0,35.0,71.0,29.0,49.0,22.0,73.0,37.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,38,147,44,132,14,21,18,21,7,10,2,2,58,175,61,149,1,3,3,6,0,0,0,0,14,38,5,29,4,6,3,3,3,4,0,0,20,47,8,31,1,1,0,1,0,0,0,0,12.0,51.0,15.0,46.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,17.0,57.0,19.0,50.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,58.0,24.0,57.0,8.0,12.0,11.0,14.0,1.0,2.0,0.0,0.0,21.0,71.0,34.0,68.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,1,0,15,16
57,Chidi Njokuani,Jake Matthews,25-11-0,75.0,170,80.0,Orthodox,31/12/1988,22-7-0,71.0,170,73.0,Orthodox,19/08/1994,2025-07-12,"Nashville, Tennessee, USA",Welterweight,Submission,1,1:09,3,b,0,0,3,7,5,10,42.0,50.0,5,9,5,10,1,1,0,0,100.0,0.0,1,0,0,0,29,0,0,0,3,7,5,10,42.0,50.0,5,9,5,10,1,1,0,0,100.0,0.0,1,0,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,2,0,0,3,6,0,0,2,2,2,5,4,8,1,2,1,2,0,0,0,0,3,7,0,2,0,0,3,6,0,0,2,2,2,5,4,8,1,2,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
58,Lauren Murphy,Eduarda Moura,16-7-0,65.0,125,67.0,Orthodox,27/07/1983,12-1-0,66.0,125,67.0,Orthodox,28/02/1994,2025-07-12,"Nashville, Tennessee, USA",Women's Flyweight,Decision - Unanimous,3,5:00,3,b,0,0,38,145,64,235,26.0,27.0,67,179,74,248,2,9,2,3,22.0,66.0,2,0,0,0,63,182,0,0,6,33,19,58,18.0,32.0,13,41,26,68,1,2,1,1,50.0,100.0,0,0,0,0,3,92,0.0,0.0,11.0,51.0,20.0,77.0,21.0,25.0,27.0,70.0,22.0,79.0,0.0,2.0,1.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,21.0,61.0,25.0,100.0,34.0,25.0,27.0,68.0,26.0,101.0,1.0,5.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,59.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,38,144,52,221,0,0,1,2,0,1,11,12,34,140,64,234,4,5,0,0,0,0,0,1,6,32,14,51,0,0,0,1,0,1,5,6,6,33,19,57,0,0,0,0,0,0,0,1,11.0,51.0,17.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,47.0,20.0,77.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,61.0,21.0,96.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,20.0,60.0,25.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,16,16,6,16,15,16,16,16,6,16,fighter_a,2,0,13,16
59,Valter Walker,Kennedy Nzechukwu,14-1-0,78.0,265,78.0,Orthodox,14/12/1997,14-6-0,77.0,236,83.0,Southpaw,13/06/1992,2025-07-12,"Nashville, Tennessee, USA",Heavyweight,Submission,1,0:54,3,a,0,0,0,0,4,11,0.0,36.0,0,0,4,11,0,0,1,2,0.0,50.0,0,1,0,0,3,28,0,0,0,0,4,11,0.0,36.0,0,0,4,11,0,0,1,2,0.0,50.0,0,1,0,0,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,11,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,7,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,15,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,fighter_b,0,1,16,15
60,Mitch Ramirez,Mike Davis,8-3-0,71.0,155,71.0,Orthodox,03/11/1992,12-3-0,72.0,155,72.0,Orthodox,07/10/1992,2025-07-12,"Nashville, Tennessee, USA",Lightweight,KO/TKO,2,4:08,3,b,0,1,51,111,47,77,45.0,61.0,57,118,58,94,0,2,1,2,0.0,50.0,0,2,0,0,5,262,0,0,8,18,3,8,44.0,37.0,14,25,13,24,0,1,1,2,0.0,50.0,0,2,0,0,0,260,0.0,1.0,43.0,93.0,44.0,69.0,46.0,63.0,43.0,93.0,45.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,85,29,53,8,10,15,20,16,16,3,4,46,105,44,74,5,6,0,0,0,0,3,3,4,14,2,5,0,0,0,1,4,4,1,2,6,16,3,8,2,2,0,0,0,0,0,0,23.0,71.0,27.0,48.0,8.0,10.0,15.0,19.0,12.0,12.0,2.0,2.0,40.0,89.0,41.0,66.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
61,Melissa Martinez,Fatima Kline,8-2-0,62.0,115,66.0,Southpaw,18/08/1997,8-1-0,66.0,115,67.0,Orthodox,12/07/2000,2025-07-12,"Nashville, Tennessee, USA",Women's Strawweight,KO/TKO,3,2:36,3,b,1,0,92,181,44,119,50.0,36.0,95,187,52,129,0,2,0,0,0.0,0.0,0,0,0,0,40,32,0,0,32,64,17,38,50.0,44.0,32,65,17,38,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0.0,35.0,67.0,18.0,54.0,52.0,33.0,38.0,72.0,26.0,64.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,31.0,1.0,0.0,25.0,50.0,9.0,27.0,50.0,33.0,25.0,50.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,57,132,23,89,26,35,15,18,9,14,6,12,75,160,44,118,12,14,0,1,5,7,0,0,19,45,9,25,8,10,6,8,5,9,2,5,31,63,17,38,1,1,0,0,0,0,0,0,17.0,45.0,10.0,43.0,14.0,17.0,5.0,5.0,4.0,5.0,3.0,6.0,24.0,54.0,18.0,53.0,11.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,42.0,4.0,21.0,4.0,8.0,4.0,5.0,0.0,0.0,1.0,1.0,20.0,43.0,9.0,27.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
62,Charles Oliveira,Ilia Topuria,35-11-0,70.0,155,74.0,Orthodox,17/10/1989,17-0-0,67.0,155,69.0,Orthodox,21/01/1997,2025-06-28,"Las Vegas, Nevada, USA",Lightweight,KO/TKO,1,2:27,5,b,1,0,21,29,9,16,72.0,56.0,24,32,10,18,0,0,0,2,0.0,0.0,0,0,0,0,61,21,1,0,21,29,9,16,72.0,56.0,24,32,10,18,0,0,0,2,0.0,0.0,0,0,0,0,61,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,23,3,8,3,3,2,4,1,3,4,4,18,24,8,14,0,0,1,2,3,5,0,0,17,23,3,8,3,3,2,4,1,3,4,4,18,24,8,14,0,0,1,2,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,9,3,16,16,16,16,16,16,2,16,13,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,16,fighter_a,2,2,9,3
63,Kai Kara-France,Alexandre Pantoja,25-12-0,64.0,125,69.0,Orthodox,26/03/1993,30-5-0,65.0,125,67.0,Orthodox,16/04/1990,2025-06-28,"Las Vegas, Nevada, USA",Flyweight,Submission,3,1:55,5,b,0,0,42,76,38,67,55.0,56.0,70,107,57,86,3,6,0,2,50.0,0.0,2,0,0,0,440,10,0,0,7,13,8,13,53.0,61.0,29,38,14,19,1,2,0,0,50.0,0.0,1,0,0,0,285,0,0.0,0.0,29.0,51.0,22.0,42.0,56.0,52.0,34.0,56.0,22.0,42.0,1.0,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,0.0,0.0,6.0,12.0,8.0,12.0,50.0,66.0,7.0,13.0,21.0,25.0,1.0,2.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,28,61,26,53,10,10,8,10,4,5,4,4,40,74,35,64,0,0,1,1,2,2,2,2,4,10,8,12,2,2,0,1,1,1,0,0,5,11,6,11,0,0,0,0,2,2,2,2,19.0,40.0,11.0,30.0,7.0,7.0,7.0,8.0,3.0,4.0,4.0,4.0,29.0,51.0,22.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,7.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,7.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,4,0,16,16,16,16,16,16,16,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,0,fighter_b,0,1,16,9
